income,employment_type,credit_score,loan_amount,interest_rate,tenure_years,market_value,price_trend,fraud_flag,dti_ratio,ltv_ratio,default
53827,self-employed,689,252193,11.886316293078757,8,408910,rising,0,0.3904375746991906,0.616744515908146,0
75820,contract,342,386907,7.53272383522715,23,425197,rising,0,0.4252472962279082,0.9099476242776877,1
82623,salaried,553,285422,5.099787766584494,26,235063,rising,0,0.2878758537776003,1.2142361834912343,1
101734,self-employed,429,455453,12.234436623549119,23,343445,rising,0,0.37307504537978126,1.3261308215289203,1
95450,contract,359,196721,10.356565993475787,10,239682,rising,0,0.1717487340667016,0.8207583381313573,1
113426,salaried,766,218785,13.361177032072488,17,161463,rising,0,0.16073989502700733,1.355016319528313,1
137845,salaried,586,254535,13.213883629006943,15,245750,stable,0,0.15387754361783162,1.0357477110885045,1
42299,self-employed,816,226481,13.433261677878832,17,366610,rising,0,0.44619061128316667,0.6177709282343635,0
63585,salaried,766,229838,9.850946599795401,17,553656,falling,0,0.30122146208487327,0.41512780499082463,0
129225,self-employed,644,96154,8.336283958368657,29,514091,rising,0,0.06200683562262204,0.18703692536924396,0
84044,salaried,681,319160,12.9155820259137,26,106081,stable,0,0.3164612187266987,3.008644337817328,1
62557,self-employed,552,491904,9.51294113029255,24,104354,falling,0,0.6552743897565421,4.713801100101577,1
69080,salaried,355,401822,6.834421964034345,19,173297,rising,0,0.48473026442771666,2.3186898792246837,1
129556,salaried,762,424200,13.549740195614744,25,360444,falling,0,0.2728549816295656,1.1768818457236077,1
22693,salaried,756,104238,13.825598767723474,17,144384,falling,0,0.38278323712157936,0.7219498005319149,0
115003,self-employed,382,370752,9.6630975614017,26,437171,falling,0,0.2686538612036208,0.8480708921680532,1
115259,self-employed,398,139081,5.756997273097875,15,201684,falling,0,0.10055686179242691,0.6895985799567641,1
132235,salaried,448,297644,8.878260899169312,23,403036,falling,0,0.18757262953580117,0.7385047489554283,1
89163,salaried,628,475113,13.035376594626033,12,115525,falling,0,0.4440491010845306,4.11264228521965,1
45939,self-employed,455,363105,14.017740285462287,24,499748,falling,0,0.6586723698817998,0.7265761944019786,1
68925,salaried,489,249775,7.034727424975959,12,86464,rising,0,0.30198887679845243,2.8887745188749077,1
62941,self-employed,793,487973,5.669736120252715,14,96562,stable,0,0.6460719827563379,5.053468238023239,1
41834,salaried,562,339061,13.773504531328387,20,449536,rising,0,0.6754095552262115,0.7542466009396356,1
38047,salaried,379,465952,8.894049389788753,23,135514,falling,0,1.0205622869959086,3.4384048880558464,1
46105,salaried,699,340134,10.417609642675632,27,455572,rising,0,0.6147814770632253,0.7466086590045042,1
95766,salaried,559,112551,14.680658120507589,15,192564,falling,0,0.09793924774972329,0.584486196796909,1
35707,self-employed,400,260695,5.665647279142228,17,450191,stable,0,0.6084124494730259,0.579076436445864,1
41976,salaried,658,203512,11.483180074520956,13,547435,rising,0,0.40402452194905025,0.37175555088731993,0
64262,salaried,679,216277,5.7410542257486705,24,112634,rising,0,0.2804625335864637,1.92017508034874,1
145117,self-employed,520,130811,8.754689284665004,28,342204,falling,1,0.07511812307770052,0.3822602891842293,1
43776,salaried,719,304840,13.038145451934467,23,351413,stable,0,0.580302753411306,0.8674693309581604,1
50080,salaried,423,367247,9.334722327556344,20,274215,falling,0,0.6111005724174654,1.339266633845705,1
148376,contract,721,484843,14.971823539029504,11,103065,rising,0,0.2723053818227566,4.704244893998933,1
86842,self-employed,530,418266,10.590592849466022,23,345039,stable,0,0.40136685014163653,1.2122281829010633,1
81373,salaried,362,284104,8.211621526359535,16,423003,falling,0,0.2909482670337008,0.6716358985633671,1
26776,contract,784,69008,7.201113259047531,19,223424,rising,0,0.21476944527437505,0.30886565454024634,0
112787,self-employed,782,252346,8.505205342861618,27,583395,rising,0,0.18644731514565804,0.4325474164159789,0
147948,salaried,818,82402,8.725332737595508,18,522953,falling,1,0.04641383008444409,0.15757056561488317,1
75016,salaried,454,234456,5.68713677723961,15,184127,rising,0,0.26045110376453023,1.2733385109190938,1
29474,self-employed,391,309994,8.695741994267731,14,176426,rising,0,0.8764617402908779,1.7570766213596636,1
125830,self-employed,825,449009,9.64238519739225,15,505232,stable,0,0.29736483085644655,0.8887184501377585,1
78053,salaried,754,186643,12.227377522388046,10,272376,rising,0,0.19926951345026242,0.6852402561165448,0
41959,self-employed,809,459425,11.567294847216079,6,91962,falling,0,0.912448262986884,4.9958134881799,1
25530,self-employed,482,163550,12.087656552291541,15,113302,rising,0,0.5338490664577621,1.4434873170817815,1
114856,salaried,685,486364,5.083636818768571,23,427526,falling,0,0.35287954772352625,1.137624378400378,1
139101,salaried,704,141218,7.176673995805361,10,84011,falling,0,0.08460159644191391,1.6809465427146446,1
23748,salaried,545,183296,11.616842883998565,18,471860,rising,0,0.6431980236932233,0.3884542025176959,1
117504,self-employed,770,229767,9.839893681797472,24,99782,falling,0,0.16294977192265794,2.3026898639033093,1
118098,salaried,722,432923,5.053134756683459,10,278763,rising,0,0.30548287580371103,1.5530145679304643,1
33545,salaried,364,441858,13.044946424318223,21,200654,stable,0,1.0976747652407215,2.202089168419269,1
147659,self-employed,312,291060,12.728095732903373,14,595233,stable,0,0.16426360736561943,0.4889849857114777,1
86199,self-employed,512,290016,10.484191629935626,5,512941,falling,1,0.28037448230257894,0.565398359655399,1
54766,salaried,541,82441,5.664633257762722,7,89196,falling,0,0.12544431459908215,0.9242679043903314,1
93530,self-employed,792,288038,12.665150495325847,12,123459,rising,0,0.2566360169642539,2.333066038117918,1
113557,salaried,512,220201,10.837135877313639,12,167245,falling,1,0.16159359029679662,1.3166372686776884,1
81087,self-employed,637,281324,12.819599771579592,24,158863,rising,0,0.2891174499817069,1.7708591679623322,1
115839,salaried,472,374512,12.517469923958405,26,465350,rising,0,0.2694199132704299,0.8047963898141184,1
136183,salaried,463,142122,13.03002071957837,19,330463,falling,0,0.08696753632979153,0.4300693269745781,1
88840,self-employed,764,94760,10.180080664046248,28,443154,rising,0,0.08888638751313223,0.21383085789590076,0
138451,salaried,796,335622,6.40324518193515,11,112769,falling,0,0.2020100974351937,2.976190265055113,1
74384,salaried,694,440025,11.711574733796887,15,449673,rising,1,0.4929655571090557,0.978544408937161,1
71005,self-employed,607,383998,11.204737850519706,11,336433,falling,0,0.4506701406004272,1.141380304548008,1
66576,self-employed,482,406374,12.422531871990872,8,104700,rising,0,0.508659276616198,3.8813180515759313,1
